"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
1444,40,"Male","Urban","College","Medium","Yes","No",""
1445,54,"Male","Urban","High School","High","Yes","Not Sure",""
1446,33,"Male","Rural","Graduate School","High","No","Yes",""
1447,23,"Male","Suburban","High School","High","No","No",""
1448,25,"Female","Rural","High School","Low","No","No",""
1449,42,"Male","Urban","College","Medium","Yes","Yes",""
1450,35,"Female","Urban","College","High","No","Yes",""
1451,42,"Female","Rural","High School","Medium","No","Yes",""
1452,29,"Female","Urban","High School","High","Yes","Yes","Concerns about side effects"
1453,32,"Male","Suburban","High School","Medium","No","Not Sure",""
1454,43,"Female","Rural","College","High","No","No",""
1455,58,"Female","Suburban","College","High","No","Not Sure",""
1456,62,"Male","Suburban","High School","High","Yes","Yes",""
1457,43,"Male","Urban","College","High","No","Not Sure","Concerns about side effects"
1458,64,"Female","Suburban","Graduate School","High","No","Not Sure",""
1459,49,"Male","Rural","College","High","No","No",""
1460,27,"Male","Suburban","College","High","Yes","No","Concerns about side effects"
1461,33,"Male","Suburban","College","High","Yes","No",""
1462,24,"Male","Suburban","Graduate School","High","No","Yes",""
1463,34,"Female","Suburban","Graduate School","Medium","No","Yes","Concerns about side effects"
1464,40,"Male","Suburban","Graduate School","Medium","No","No","Concerns about side effects"
1465,43,"Male","Urban","High School","Low","Yes","Not Sure",""
1466,38,"Male","Rural","High School","High","Yes","No",""
1467,39,"Female","Urban","Graduate School","Medium","No","Yes","Concerns about side effects"
1468,24,"Female","Rural","High School","Medium","No","Not Sure",""
1469,31,"Male","Rural","High School","Medium","Yes","Yes","Concerns about side effects"
1470,32,"Male","Rural","High School","Medium","Yes","No",""
1471,24,"Female","Rural","Graduate School","Medium","No","No","Concerns about side effects"
1472,26,"Male","Rural","College","Medium","Yes","Not Sure",""
1473,25,"Male","Suburban","Graduate School","Low","No","No","Concerns about side effects"
1474,40,"Female","Urban","Graduate School","Medium","No","Yes",""
1475,46,"Male","Urban","High School","Low","Yes","Yes",""
1476,35,"Male","Suburban","High School","Low","No","Yes",""
1477,48,"Female","Rural","College","High","No","Not Sure","Concerns about side effects"
1478,47,"Female","Urban","College","High","No","Yes",""
1479,56,"Male","Suburban","College","High","No","No",""
1480,52,"Female","Suburban","College","Medium","No","Not Sure","Concerns about side effects"
1481,35,"Male","Urban","Graduate School","High","No","Yes","Concerns about side effects"
1482,59,"Male","Urban","College","Medium","No","Yes","Concerns about side effects"
1483,56,"Male","Rural","Graduate School","Medium","Yes","No",""
1484,34,"Female","Rural","High School","High","Yes","No",""
1485,31,"Female","Urban","College","High","No","Not Sure",""
1486,48,"Male","Rural","High School","Low","Yes","Yes",""
1487,41,"Male","Suburban","High School","Low","No","Yes",""
1488,52,"Female","Rural","Graduate School","Medium","No","No",""
1489,61,"Female","Rural","College","Medium","Yes","Not Sure",""
1490,62,"Female","Suburban","Graduate School","High","No","No",""
1491,51,"Male","Rural","High School","High","No","No",""
1492,20,"Female","Suburban","College","Low","Yes","Not Sure","Concerns about side effects"
1493,54,"Female","Rural","High School","High","Yes","Yes",""
1494,60,"Male","Urban","High School","Medium","Yes","Yes",""
1495,57,"Male","Rural","College","High","Yes","Yes",""
1496,43,"Male","Urban","College","Low","Yes","Not Sure",""
1497,40,"Female","Urban","College","Medium","Yes","Not Sure",""
1498,61,"Male","Urban","Graduate School","Low","No","Not Sure",""
1499,56,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
1500,32,"Male","Urban","High School","Medium","Yes","Not Sure",""
1501,21,"Male","Suburban","College","Low","No","No",""
1502,46,"Female","Suburban","High School","High","No","Yes",""
1503,39,"Male","Suburban","High School","High","Yes","Not Sure","Concerns about side effects"
1504,42,"Female","Urban","High School","Low","No","Yes",""
1505,30,"Female","Rural","High School","High","No","Not Sure",""
1506,35,"Female","Suburban","High School","Low","No","Yes","Concerns about side effects"
1507,50,"Male","Rural","College","High","No","No",""
1508,33,"Female","Rural","Graduate School","Low","No","Yes",""
1509,62,"Male","Urban","College","High","No","Yes",""
1510,59,"Male","Urban","College","Medium","No","Not Sure",""
1511,61,"Male","Urban","College","Medium","Yes","Yes",""
1512,19,"Female","Suburban","Graduate School","High","No","No",""
1513,52,"Male","Urban","Graduate School","Low","Yes","No","Concerns about side effects"
1514,59,"Male","Suburban","Graduate School","High","No","No",""
1515,51,"Male","Suburban","College","Low","No","Not Sure",""
1516,47,"Female","Suburban","Graduate School","High","Yes","Not Sure","Concerns about side effects"
1517,30,"Female","Suburban","High School","High","No","Not Sure",""
1518,30,"Female","Urban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
1519,35,"Male","Suburban","College","Low","Yes","Not Sure","Concerns about side effects"
1520,49,"Female","Urban","College","Low","No","No","Concerns about side effects"
1521,49,"Male","Urban","High School","Low","No","Yes",""
1522,52,"Male","Suburban","Graduate School","Low","Yes","No",""
1523,56,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
1524,63,"Male","Rural","High School","Medium","No","No",""
1525,46,"Female","Urban","College","High","Yes","Yes",""
1526,46,"Male","Urban","College","Low","No","Not Sure",""
1527,61,"Female","Suburban","Graduate School","Low","No","No",""
1528,33,"Male","Suburban","Graduate School","High","Yes","No","Concerns about side effects"
1529,61,"Male","Urban","Graduate School","Medium","Yes","Yes",""
1530,64,"Male","Suburban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
1531,27,"Male","Rural","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
1532,47,"Male","Rural","College","High","No","Yes",""
1533,42,"Female","Suburban","College","High","Yes","Yes",""
1534,56,"Male","Urban","College","Medium","Yes","Yes",""
1535,37,"Female","Rural","College","Medium","No","Yes",""
1536,22,"Female","Rural","High School","High","No","Not Sure",""
1537,18,"Female","Urban","College","Medium","No","Not Sure",""
1538,47,"Male","Suburban","High School","Low","No","No",""
1539,20,"Male","Rural","College","High","No","No",""
1540,62,"Male","Urban","Graduate School","Medium","No","No",""
1541,31,"Female","Urban","Graduate School","Low","No","Not Sure",""
1542,47,"Male","Rural","Graduate School","High","No","Not Sure",""
1543,21,"Male","Suburban","High School","High","No","Not Sure",""
1544,35,"Female","Rural","College","Low","Yes","No",""
1545,54,"Female","Urban","College","High","Yes","Yes",""
1546,42,"Female","Rural","High School","Medium","No","Yes","Concerns about side effects"
1547,18,"Female","Suburban","High School","High","Yes","Yes",""
1548,63,"Female","Urban","High School","Medium","No","Yes",""
1549,32,"Female","Suburban","High School","Low","No","Yes",""
1550,26,"Male","Rural","High School","Low","No","Not Sure",""
1551,32,"Female","Rural","Graduate School","High","No","No","Concerns about side effects"
1552,41,"Male","Suburban","College","Low","Yes","Yes",""
1553,21,"Male","Rural","High School","Low","Yes","Yes",""
1554,29,"Male","Suburban","Graduate School","High","No","Yes",""
1555,54,"Female","Rural","High School","Medium","Yes","Not Sure",""
1556,54,"Male","Suburban","Graduate School","High","Yes","Yes",""
1557,60,"Female","Suburban","High School","High","No","No",""
1558,23,"Female","Urban","College","Medium","No","Not Sure",""
1559,56,"Male","Urban","High School","Medium","Yes","Not Sure",""
1560,63,"Female","Suburban","High School","Medium","Yes","Not Sure","Concerns about side effects"
1561,41,"Male","Rural","College","High","No","Yes",""
1562,28,"Male","Rural","College","Medium","No","Yes","Concerns about side effects"
1563,30,"Female","Rural","High School","Low","Yes","Yes","Concerns about side effects"
1564,51,"Male","Suburban","College","Medium","No","Yes",""
1565,42,"Male","Suburban","College","Low","No","No",""
1566,24,"Male","Suburban","Graduate School","Medium","No","Not Sure",""
1567,21,"Female","Suburban","College","Low","Yes","Yes","Concerns about side effects"
1568,25,"Male","Urban","College","Low","Yes","No",""
1569,37,"Female","Suburban","High School","Low","No","Not Sure",""
1570,46,"Female","Rural","High School","Low","Yes","Not Sure",""
1571,62,"Male","Urban","Graduate School","Low","No","Not Sure",""
1572,63,"Male","Rural","High School","Medium","Yes","Yes",""
1573,27,"Female","Suburban","College","High","Yes","Not Sure","Concerns about side effects"
1574,60,"Female","Urban","College","High","Yes","Yes","Concerns about side effects"
1575,51,"Male","Suburban","College","High","No","No",""
1576,43,"Male","Urban","High School","High","No","Not Sure","Concerns about side effects"
1577,58,"Female","Rural","College","High","No","No",""
1578,20,"Female","Suburban","College","Low","Yes","Yes","Concerns about side effects"
1579,23,"Female","Suburban","Graduate School","Medium","No","Yes",""
1580,22,"Female","Urban","Graduate School","Low","No","Yes","Concerns about side effects"
1581,22,"Female","Urban","Graduate School","Medium","No","Not Sure",""
1582,64,"Male","Suburban","High School","Medium","No","Not Sure","Concerns about side effects"
1583,40,"Female","Urban","College","Medium","Yes","No",""
1584,26,"Female","Suburban","College","Medium","No","Yes",""
1585,52,"Male","Urban","College","High","No","No","Concerns about side effects"
1586,37,"Male","Rural","Graduate School","Medium","Yes","Yes",""
1587,59,"Female","Urban","College","Medium","No","Yes",""
1588,52,"Female","Rural","College","High","Yes","No",""
1589,35,"Male","Urban","College","Low","Yes","Yes",""
1590,34,"Female","Urban","College","Low","Yes","No",""
1591,41,"Female","Suburban","College","Low","No","Not Sure","Concerns about side effects"
1592,20,"Male","Urban","High School","Low","Yes","No","Concerns about side effects"
1593,49,"Female","Urban","College","Medium","Yes","No",""
1594,52,"Male","Rural","High School","High","Yes","Yes",""
1595,55,"Male","Urban","College","High","No","No",""
1596,30,"Male","Suburban","High School","Low","Yes","Not Sure",""
1597,64,"Male","Rural","College","High","Yes","Not Sure",""
1598,42,"Female","Suburban","College","Medium","Yes","Not Sure",""
1599,26,"Male","Suburban","College","Low","No","Not Sure",""
1600,21,"Female","Suburban","College","Medium","Yes","No",""
1601,31,"Female","Suburban","Graduate School","Medium","Yes","Not Sure",""
1602,54,"Female","Rural","College","Medium","No","No",""
1603,51,"Female","Urban","High School","Medium","No","No",""
1604,28,"Female","Suburban","Graduate School","Medium","No","Yes",""
1605,58,"Male","Rural","Graduate School","Low","Yes","No","Concerns about side effects"
1606,20,"Male","Suburban","College","Medium","Yes","No",""
1607,45,"Male","Urban","High School","Low","Yes","Yes",""
1608,46,"Male","Rural","High School","High","Yes","Not Sure",""
1609,26,"Female","Rural","Graduate School","Medium","No","Not Sure",""
1610,20,"Male","Urban","High School","Medium","Yes","No",""
1611,42,"Female","Rural","College","High","No","Yes",""
1612,51,"Female","Urban","College","Low","Yes","No",""
1613,29,"Male","Rural","College","Medium","Yes","No",""
1614,59,"Male","Rural","College","High","Yes","Not Sure",""
1615,26,"Male","Urban","College","High","No","Yes",""
1616,32,"Male","Urban","Graduate School","Medium","No","No","Concerns about side effects"
1617,57,"Female","Rural","College","Low","No","Not Sure",""
1618,42,"Female","Rural","College","Low","No","No",""
1619,22,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
1620,28,"Female","Urban","Graduate School","High","Yes","Yes",""
1621,51,"Female","Rural","Graduate School","Medium","Yes","No",""
1622,41,"Female","Rural","High School","Low","Yes","Yes",""
1623,32,"Male","Rural","High School","High","Yes","Not Sure",""
1624,55,"Female","Urban","College","Medium","No","Yes",""
1625,25,"Male","Rural","College","High","No","Yes",""
1626,22,"Male","Suburban","College","Low","Yes","Yes",""
1627,43,"Female","Urban","High School","Low","Yes","No","Concerns about side effects"
1628,35,"Female","Rural","College","Low","Yes","Not Sure",""
1629,23,"Male","Urban","College","Medium","Yes","Yes",""
1630,54,"Female","Suburban","High School","High","No","No",""
1631,30,"Female","Urban","Graduate School","Medium","Yes","Not Sure",""
1632,45,"Male","Rural","High School","Medium","Yes","Not Sure","Concerns about side effects"
1633,22,"Male","Suburban","College","Medium","Yes","Not Sure",""
1634,30,"Male","Suburban","High School","Medium","Yes","Yes","Concerns about side effects"
1635,34,"Male","Rural","Graduate School","High","No","Yes",""
1636,57,"Female","Rural","Graduate School","High","Yes","Yes",""
1637,62,"Female","Rural","Graduate School","Medium","No","Not Sure",""
1638,49,"Male","Urban","Graduate School","Medium","No","Not Sure",""
1639,46,"Male","Urban","Graduate School","Low","Yes","Yes","Concerns about side effects"
1640,20,"Male","Urban","Graduate School","Low","Yes","Yes",""
1641,57,"Female","Rural","College","High","Yes","Not Sure",""
1642,51,"Male","Rural","College","Low","Yes","Not Sure","Concerns about side effects"
1643,57,"Female","Urban","High School","High","Yes","No",""
1644,44,"Male","Suburban","College","High","No","No","Concerns about side effects"
1645,30,"Male","Urban","Graduate School","High","No","Yes",""
1646,62,"Male","Suburban","College","Low","No","Not Sure",""
1647,50,"Female","Rural","High School","Low","No","Not Sure",""
1648,23,"Female","Rural","Graduate School","High","No","No",""
1649,41,"Female","Urban","College","High","Yes","Not Sure",""
1650,36,"Male","Urban","College","Medium","Yes","Yes",""
1651,33,"Female","Rural","High School","High","No","No",""
1652,57,"Female","Urban","Graduate School","High","Yes","Not Sure",""
1653,45,"Male","Rural","High School","Medium","Yes","Not Sure",""
1654,50,"Male","Rural","Graduate School","High","No","Yes",""
1655,58,"Female","Suburban","Graduate School","High","No","Not Sure","Concerns about side effects"
