Participant_ID,Age_x,Gender_x,Location_x,Education_x,COVID_Awareness_Level_x,Received_Info_Social_Media_x,Vaccine_Hesitancy_x,Reasons_For_Hesitancy_x,Ad_Type_x,Feel_About_Info_Social_Media,Age_y,Gender_y,Location_y,Education_y,COVID_Awareness_Level_y,Received_Info_Social_Media_y,Vaccine_Hesitancy_y,Reasons_For_Hesitancy_y,Ad_Type_y,Received_Vaccine,Influenced_Decision,Effectiveness_Reason_Ad,Effectiveness_Emotions_Ad
1583,40,Female,Urban,College,Medium,Yes,No,,Control,Neutral,40,Female,Urban,College,Medium,Yes,No,,Control,No,Not Applicable,,
1584,26,Female,Suburban,College,Medium,No,Yes,,Control,Positive,26,Female,Suburban,College,Medium,No,Yes,,Emotions,Yes,Reason Ad,,Not at all effective
1585,52,Male,Urban,College,High,No,No,Concerns about side effects,Reason,Neutral,52,Male,Urban,College,High,No,No,Concerns about side effects,Emotions,Yes,Other,,Not at all effective
1586,37,Male,Rural,Graduate School,Medium,Yes,Yes,,Emotions,Positive,37,Male,Rural,Graduate School,Medium,Yes,Yes,,Reason,No,Not Applicable,Very effective,
1587,59,Female,Urban,College,Medium,No,Yes,,Emotions,Positive,59,Female,Urban,College,Medium,No,Yes,,Emotions,No,Not Applicable,,Not at all effective
1588,52,Female,Rural,College,High,Yes,No,,Reason,Neutral,52,Female,Rural,College,High,Yes,No,,Emotions,Yes,Other,,Not at all effective
1589,35,Male,Urban,College,Low,Yes,Yes,,Reason,Neutral,35,Male,Urban,College,Low,Yes,Yes,,Emotions,Yes,Reason Ad,,Not at all effective
1590,34,Female,Urban,College,Low,Yes,No,,Reason,Neutral,34,Female,Urban,College,Low,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
1591,41,Female,Suburban,College,Low,No,Not Sure,Concerns about side effects,Control,Positive,41,Female,Suburban,College,Low,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
1592,20,Male,Urban,High School,Low,Yes,No,Concerns about side effects,Control,Neutral,20,Male,Urban,High School,Low,Yes,No,Concerns about side effects,Reason,Yes,Other,Very effective,
1593,49,Female,Urban,College,Medium,Yes,No,,Emotions,Neutral,49,Female,Urban,College,Medium,Yes,No,,Control,Yes,Emotions Ad,,
1594,52,Male,Rural,High School,High,Yes,Yes,,Reason,Negative,52,Male,Rural,High School,High,Yes,Yes,,Emotions,Yes,Other,,Not at all effective
1595,55,Male,Urban,College,High,No,No,,Emotions,Negative,55,Male,Urban,College,High,No,No,,Control,No,Not Applicable,,
1596,30,Male,Suburban,High School,Low,Yes,Not Sure,,Emotions,Negative,30,Male,Suburban,High School,Low,Yes,Not Sure,,Control,Yes,Other,,
1597,64,Male,Rural,College,High,Yes,Not Sure,,Control,Neutral,64,Male,Rural,College,High,Yes,Not Sure,,Control,Yes,Reason Ad,,
1598,42,Female,Suburban,College,Medium,Yes,Not Sure,,Control,Positive,42,Female,Suburban,College,Medium,Yes,Not Sure,,Control,Yes,Emotions Ad,,
1599,26,Male,Suburban,College,Low,No,Not Sure,,Emotions,Negative,26,Male,Suburban,College,Low,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
1600,21,Female,Suburban,College,Medium,Yes,No,,Control,Positive,21,Female,Suburban,College,Medium,Yes,No,,Reason,No,Not Applicable,Not at all effective,
1601,31,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Control,Negative,31,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Control,No,Not Applicable,,
1602,54,Female,Rural,College,Medium,No,No,,Control,Negative,54,Female,Rural,College,Medium,No,No,,Emotions,Yes,Other,,Not at all effective
1603,51,Female,Urban,High School,Medium,No,No,,Emotions,Positive,51,Female,Urban,High School,Medium,No,No,,Emotions,Yes,Reason Ad,,Somewhat effective
1604,28,Female,Suburban,Graduate School,Medium,No,Yes,,Emotions,Negative,28,Female,Suburban,Graduate School,Medium,No,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
1605,58,Male,Rural,Graduate School,Low,Yes,No,Concerns about side effects,Emotions,Positive,58,Male,Rural,Graduate School,Low,Yes,No,Concerns about side effects,Emotions,Yes,Reason Ad,,Somewhat effective
1606,20,Male,Suburban,College,Medium,Yes,No,,Reason,Neutral,20,Male,Suburban,College,Medium,Yes,No,,Control,No,Not Applicable,,
1607,45,Male,Urban,High School,Low,Yes,Yes,,Emotions,Neutral,45,Male,Urban,High School,Low,Yes,Yes,,Reason,No,Not Applicable,Somewhat effective,
1608,46,Male,Rural,High School,High,Yes,Not Sure,,Control,Positive,46,Male,Rural,High School,High,Yes,Not Sure,,Emotions,Yes,Reason Ad,,Not at all effective
1609,26,Female,Rural,Graduate School,Medium,No,Not Sure,,Emotions,Positive,26,Female,Rural,Graduate School,Medium,No,Not Sure,,Reason,Yes,Reason Ad,Not at all effective,
1610,20,Male,Urban,High School,Medium,Yes,No,,Reason,Neutral,20,Male,Urban,High School,Medium,Yes,No,,Reason,Yes,Reason Ad,Somewhat effective,
1611,42,Female,Rural,College,High,No,Yes,,Control,Positive,42,Female,Rural,College,High,No,Yes,,Reason,Yes,Other,Somewhat effective,
1613,29,Male,Rural,College,Medium,Yes,No,,Emotions,Neutral,29,Male,Rural,College,Medium,Yes,No,,Emotions,Yes,Other,,Somewhat effective
1614,59,Male,Rural,College,High,Yes,Not Sure,,Control,Positive,59,Male,Rural,College,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
1615,26,Male,Urban,College,High,No,Yes,,Emotions,Negative,26,Male,Urban,College,High,No,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
1616,32,Male,Urban,Graduate School,Medium,No,No,Concerns about side effects,Reason,Positive,32,Male,Urban,Graduate School,Medium,No,No,Concerns about side effects,Reason,No,Not Applicable,Not at all effective,
1618,42,Female,Rural,College,Low,No,No,,Emotions,Negative,42,Female,Rural,College,Low,No,No,,Emotions,No,Not Applicable,,Not at all effective
1619,22,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Control,Negative,22,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Very effective
1621,51,Female,Rural,Graduate School,Medium,Yes,No,,Emotions,Negative,51,Female,Rural,Graduate School,Medium,Yes,No,,Reason,No,Not Applicable,Not at all effective,
1622,41,Female,Rural,High School,Low,Yes,Yes,,Control,Negative,41,Female,Rural,High School,Low,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
1623,32,Male,Rural,High School,High,Yes,Not Sure,,Emotions,Positive,32,Male,Rural,High School,High,Yes,Not Sure,,Control,Yes,Reason Ad,,
1625,25,Male,Rural,College,High,No,Yes,,Control,Negative,25,Male,Rural,College,High,No,Yes,,Control,Yes,Emotions Ad,,
1626,22,Male,Suburban,College,Low,Yes,Yes,,Emotions,Neutral,22,Male,Suburban,College,Low,Yes,Yes,,Control,Yes,Other,,
1627,43,Female,Urban,High School,Low,Yes,No,Concerns about side effects,Emotions,Positive,43,Female,Urban,High School,Low,Yes,No,Concerns about side effects,Control,Yes,Reason Ad,,
1628,35,Female,Rural,College,Low,Yes,Not Sure,,Control,Positive,35,Female,Rural,College,Low,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
1629,23,Male,Urban,College,Medium,Yes,Yes,,Reason,Positive,23,Male,Urban,College,Medium,Yes,Yes,,Emotions,Yes,Other,,Not at all effective
1631,30,Female,Urban,Graduate School,Medium,Yes,Not Sure,,Reason,Positive,30,Female,Urban,Graduate School,Medium,Yes,Not Sure,,Control,No,Not Applicable,,
1632,45,Male,Rural,High School,Medium,Yes,Not Sure,Concerns about side effects,Reason,Neutral,45,Male,Rural,High School,Medium,Yes,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
1633,22,Male,Suburban,College,Medium,Yes,Not Sure,,Reason,Positive,22,Male,Suburban,College,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
1634,30,Male,Suburban,High School,Medium,Yes,Yes,Concerns about side effects,Reason,Negative,30,Male,Suburban,High School,Medium,Yes,Yes,Concerns about side effects,Reason,Yes,Reason Ad,Very effective,
1635,34,Male,Rural,Graduate School,High,No,Yes,,Control,Positive,34,Male,Rural,Graduate School,High,No,Yes,,Control,No,Not Applicable,,
1636,57,Female,Rural,Graduate School,High,Yes,Yes,,Control,Negative,57,Female,Rural,Graduate School,High,Yes,Yes,,Emotions,No,Not Applicable,,Somewhat effective
1637,62,Female,Rural,Graduate School,Medium,No,Not Sure,,Control,Neutral,62,Female,Rural,Graduate School,Medium,No,Not Sure,,Emotions,Yes,Reason Ad,,Very effective
1638,49,Male,Urban,Graduate School,Medium,No,Not Sure,,Emotions,Positive,49,Male,Urban,Graduate School,Medium,No,Not Sure,,Control,No,Not Applicable,,
1639,46,Male,Urban,Graduate School,Low,Yes,Yes,Concerns about side effects,Reason,Positive,46,Male,Urban,Graduate School,Low,Yes,Yes,Concerns about side effects,Control,No,Not Applicable,,
1640,20,Male,Urban,Graduate School,Low,Yes,Yes,,Reason,Neutral,20,Male,Urban,Graduate School,Low,Yes,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
1641,57,Female,Rural,College,High,Yes,Not Sure,,Control,Neutral,57,Female,Rural,College,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
1642,51,Male,Rural,College,Low,Yes,Not Sure,Concerns about side effects,Emotions,Negative,51,Male,Rural,College,Low,Yes,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
1643,57,Female,Urban,High School,High,Yes,No,,Emotions,Positive,57,Female,Urban,High School,High,Yes,No,,Control,No,Not Applicable,,
1645,30,Male,Urban,Graduate School,High,No,Yes,,Reason,Positive,30,Male,Urban,Graduate School,High,No,Yes,,Control,Yes,Emotions Ad,,
1646,62,Male,Suburban,College,Low,No,Not Sure,,Emotions,Positive,62,Male,Suburban,College,Low,No,Not Sure,,Control,No,Not Applicable,,
1647,50,Female,Rural,High School,Low,No,Not Sure,,Reason,Neutral,50,Female,Rural,High School,Low,No,Not Sure,,Reason,Yes,Reason Ad,Not at all effective,
1648,23,Female,Rural,Graduate School,High,No,No,,Emotions,Positive,23,Female,Rural,Graduate School,High,No,No,,Emotions,Yes,Other,,Somewhat effective
1649,41,Female,Urban,College,High,Yes,Not Sure,,Reason,Positive,41,Female,Urban,College,High,Yes,Not Sure,,Control,Yes,Other,,
1650,36,Male,Urban,College,Medium,Yes,Yes,,Emotions,Positive,36,Male,Urban,College,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Not at all effective
1651,33,Female,Rural,High School,High,No,No,,Reason,Negative,33,Female,Rural,High School,High,No,No,,Control,No,Not Applicable,,
1652,57,Female,Urban,Graduate School,High,Yes,Not Sure,,Reason,Negative,57,Female,Urban,Graduate School,High,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
1653,45,Male,Rural,High School,Medium,Yes,Not Sure,,Reason,Negative,45,Male,Rural,High School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
1654,50,Male,Rural,Graduate School,High,No,Yes,,Control,Neutral,50,Male,Rural,Graduate School,High,No,Yes,,Reason,Yes,Emotions Ad,Somewhat effective,
1655,58,Female,Suburban,Graduate School,High,No,Not Sure,Concerns about side effects,Reason,Neutral,58,Female,Suburban,Graduate School,High,No,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Very effective
1656,30,Female,Urban,College,High,No,No,Concerns about side effects,Reason,Neutral,30,Female,Urban,College,High,No,No,Concerns about side effects,Reason,No,Not Applicable,Somewhat effective,
1658,62,Female,Urban,High School,Low,No,Not Sure,Concerns about side effects,Emotions,Positive,62,Female,Urban,High School,Low,No,Not Sure,Concerns about side effects,Control,Yes,Other,,
1659,42,Male,Suburban,High School,High,No,Not Sure,,Control,Neutral,42,Male,Suburban,High School,High,No,Not Sure,,Control,No,Not Applicable,,
1660,59,Male,Suburban,Graduate School,Medium,Yes,Not Sure,,Emotions,Negative,59,Male,Suburban,Graduate School,Medium,Yes,Not Sure,,Reason,Yes,Reason Ad,Somewhat effective,
1661,53,Male,Urban,High School,High,Yes,Not Sure,,Reason,Positive,53,Male,Urban,High School,High,Yes,Not Sure,,Control,Yes,Emotions Ad,,
1662,44,Female,Urban,Graduate School,Medium,No,No,,Control,Negative,44,Female,Urban,Graduate School,Medium,No,No,,Reason,Yes,Reason Ad,Very effective,
1663,55,Female,Rural,High School,High,Yes,Yes,,Control,Positive,55,Female,Rural,High School,High,Yes,Yes,,Reason,Yes,Emotions Ad,Not at all effective,
1664,24,Male,Suburban,High School,Medium,No,No,,Control,Positive,24,Male,Suburban,High School,Medium,No,No,,Emotions,No,Not Applicable,,Somewhat effective
1665,22,Male,Suburban,College,Low,Yes,Not Sure,,Reason,Negative,22,Male,Suburban,College,Low,Yes,Not Sure,,Reason,Yes,Emotions Ad,Not at all effective,
1667,62,Female,Urban,College,Low,Yes,No,,Emotions,Negative,62,Female,Urban,College,Low,Yes,No,,Emotions,Yes,Emotions Ad,,Very effective
1668,48,Male,Rural,College,High,Yes,No,Concerns about side effects,Emotions,Neutral,48,Male,Rural,College,High,Yes,No,Concerns about side effects,Reason,No,Not Applicable,Very effective,
1669,40,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Neutral,40,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Yes,Other,,Not at all effective
1670,59,Male,Urban,High School,High,No,No,,Control,Positive,59,Male,Urban,High School,High,No,No,,Emotions,Yes,Emotions Ad,,Somewhat effective
1671,27,Female,Urban,High School,High,No,Not Sure,Concerns about side effects,Reason,Positive,27,Female,Urban,High School,High,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
1672,49,Female,Rural,High School,Medium,No,No,,Emotions,Positive,49,Female,Rural,High School,Medium,No,No,,Emotions,Yes,Emotions Ad,,Somewhat effective
1673,60,Female,Urban,College,High,Yes,Not Sure,,Reason,Neutral,60,Female,Urban,College,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
1674,47,Female,Suburban,High School,Medium,Yes,No,,Control,Neutral,47,Female,Suburban,High School,Medium,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
1675,56,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Reason,Negative,56,Female,Suburban,Graduate School,Medium,Yes,Not Sure,,Emotions,Yes,Other,,Very effective
1676,48,Female,Suburban,Graduate School,Low,No,Yes,,Reason,Positive,48,Female,Suburban,Graduate School,Low,No,Yes,,Control,No,Not Applicable,,
1677,35,Male,Rural,High School,Low,Yes,Yes,,Control,Positive,35,Male,Rural,High School,Low,Yes,Yes,,Reason,Yes,Other,Not at all effective,
1678,53,Male,Urban,College,Low,No,No,,Emotions,Neutral,53,Male,Urban,College,Low,No,No,,Emotions,No,Not Applicable,,Not at all effective
1679,19,Female,Rural,Graduate School,Medium,No,Yes,,Reason,Positive,19,Female,Rural,Graduate School,Medium,No,Yes,,Reason,No,Not Applicable,Not at all effective,
1680,31,Male,Urban,Graduate School,Low,No,Not Sure,,Reason,Neutral,31,Male,Urban,Graduate School,Low,No,Not Sure,,Reason,Yes,Emotions Ad,Very effective,
1681,30,Female,Suburban,College,Medium,No,No,,Control,Negative,30,Female,Suburban,College,Medium,No,No,,Reason,Yes,Reason Ad,Not at all effective,
1682,46,Male,Urban,Graduate School,High,No,No,,Reason,Negative,46,Male,Urban,Graduate School,High,No,No,,Reason,No,Not Applicable,Not at all effective,
1684,56,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Reason,Negative,56,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Reason,Yes,Reason Ad,Not at all effective,
1685,19,Male,Rural,College,Medium,Yes,Not Sure,,Control,Positive,19,Male,Rural,College,Medium,Yes,Not Sure,,Emotions,Yes,Reason Ad,,Very effective
1687,30,Female,Urban,High School,Medium,Yes,Not Sure,,Control,Neutral,30,Female,Urban,High School,Medium,Yes,Not Sure,,Reason,Yes,Other,Somewhat effective,
1688,63,Male,Urban,Graduate School,Low,Yes,Yes,,Emotions,Neutral,63,Male,Urban,Graduate School,Low,Yes,Yes,,Reason,No,Not Applicable,Very effective,
1689,44,Male,Rural,Graduate School,Low,No,No,,Reason,Positive,44,Male,Rural,Graduate School,Low,No,No,,Control,Yes,Other,,
1690,58,Female,Rural,High School,Low,Yes,Not Sure,,Control,Negative,58,Female,Rural,High School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
1691,34,Male,Rural,High School,Medium,No,No,,Control,Negative,34,Male,Rural,High School,Medium,No,No,,Reason,No,Not Applicable,Somewhat effective,
1692,57,Female,Urban,High School,High,No,Yes,,Reason,Positive,57,Female,Urban,High School,High,No,Yes,,Emotions,No,Not Applicable,,Somewhat effective
1693,48,Female,Suburban,High School,Medium,No,Yes,,Control,Positive,48,Female,Suburban,High School,Medium,No,Yes,,Control,Yes,Emotions Ad,,
1694,51,Male,Suburban,College,High,No,Not Sure,,Emotions,Negative,51,Male,Suburban,College,High,No,Not Sure,,Control,Yes,Other,,
1695,41,Female,Suburban,College,Low,No,No,,Emotions,Negative,41,Female,Suburban,College,Low,No,No,,Reason,Yes,Reason Ad,Somewhat effective,
1696,62,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Neutral,62,Male,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Very effective
1698,23,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Control,Negative,23,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Emotions,Yes,Emotions Ad,,Not at all effective
1699,36,Male,Suburban,College,Medium,No,Not Sure,,Control,Neutral,36,Male,Suburban,College,Medium,No,Not Sure,,Control,Yes,Reason Ad,,
1700,47,Female,Urban,Graduate School,High,Yes,No,,Emotions,Neutral,47,Female,Urban,Graduate School,High,Yes,No,,Control,No,Not Applicable,,
1701,24,Female,Suburban,Graduate School,High,Yes,No,,Emotions,Positive,24,Female,Suburban,Graduate School,High,Yes,No,,Control,No,Not Applicable,,
1702,27,Female,Suburban,College,High,No,Yes,,Emotions,Neutral,27,Female,Suburban,College,High,No,Yes,,Control,Yes,Reason Ad,,
1704,49,Female,Rural,College,Medium,Yes,No,,Emotions,Positive,49,Female,Rural,College,Medium,Yes,No,,Control,No,Not Applicable,,
1705,51,Male,Suburban,College,High,No,Yes,,Control,Negative,51,Male,Suburban,College,High,No,Yes,,Reason,No,Not Applicable,Somewhat effective,
1706,45,Female,Rural,High School,Medium,No,Yes,,Emotions,Neutral,45,Female,Rural,High School,Medium,No,Yes,,Reason,No,Not Applicable,Very effective,
1707,32,Female,Suburban,High School,High,No,No,,Emotions,Neutral,32,Female,Suburban,High School,High,No,No,,Reason,Yes,Reason Ad,Somewhat effective,
1710,46,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Emotions,Negative,46,Male,Rural,High School,Low,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
1711,39,Female,Rural,Graduate School,Low,No,No,,Control,Positive,39,Female,Rural,Graduate School,Low,No,No,,Reason,No,Not Applicable,Very effective,
1712,21,Female,Rural,Graduate School,Low,No,No,,Reason,Negative,21,Female,Rural,Graduate School,Low,No,No,,Control,No,Not Applicable,,
1713,37,Male,Suburban,Graduate School,High,No,No,,Reason,Negative,37,Male,Suburban,Graduate School,High,No,No,,Emotions,Yes,Other,,Not at all effective
1714,49,Male,Suburban,College,High,Yes,Yes,,Emotions,Negative,49,Male,Suburban,College,High,Yes,Yes,,Emotions,No,Not Applicable,,Not at all effective
1715,53,Male,Rural,High School,Medium,Yes,No,,Emotions,Positive,53,Male,Rural,High School,Medium,Yes,No,,Reason,Yes,Emotions Ad,Somewhat effective,
1716,21,Female,Suburban,Graduate School,Medium,No,Yes,Concerns about side effects,Emotions,Negative,21,Female,Suburban,Graduate School,Medium,No,Yes,Concerns about side effects,Emotions,Yes,Emotions Ad,,Very effective
1717,44,Male,Rural,High School,Low,No,Not Sure,,Emotions,Negative,44,Male,Rural,High School,Low,No,Not Sure,,Emotions,Yes,Other,,Very effective
1718,34,Female,Rural,High School,High,Yes,No,,Reason,Positive,34,Female,Rural,High School,High,Yes,No,,Emotions,Yes,Other,,Very effective
1719,29,Male,Urban,College,Medium,Yes,No,,Control,Neutral,29,Male,Urban,College,Medium,Yes,No,,Reason,No,Not Applicable,Very effective,
